,avg_salary,body,company,location,salary,title
811,208.0,"Invitae is a healthcare technology company that leverages genetic information to empower doctors and patients to make informed medical decisions. Our software engineers work on a variety of projects ranging from innovations in healthcare systems to taming the chaos of biology. We're constantly improving our tools and technologies to deliver the highest quality actionable information to doctors and patients.

About The AI Team

The Invitae AI team is composed of AI Scientists and AI Engineers who work together with other Invitae engineering teams as well as academic collaborators to bring state of the art artificial intelligence to our mission. Our definition of AI is bigger than machine learning, including interests in representation, reasoning, optimization, and logic. However, we know that all of these methods are at their best when thoughtfully leveraging contemporary machine learning.

About AI Engineers

AI Engineers work with our AI Scientists and other engineering teams at... Invitae to implement solutions to contemporary problems in artificial intelligence, data science, and computational biology. At Invitae, we rely on many artificial intelligence methods in coordination with machine learning, such as natural language processing, computer vision, representation learning, causal inference, planning, and reasoning. We surface these technologies with ""human in the loop"" interfaces, where we also conduct research on human-computer interaction with our staff of domain experts.

About You

Desired candidates are strong coders with professional software engineering experience. Academic candidates with strong internship histories will also be considered.

They can quickly code modular end-to-end prototypes using ""off-the-shelf"" machine learning models as baselines. And when those baselines are not strong enough, they are curious in developing custom solutions. They eagerly leverage any technology required to solve our problems, and embrace the Invitae culture of open and genuine communication.

What You Will Do
• Implement state of the art solutions alongside AI Scientists
• Create platform infrastructure make solutions repeatable
• Collaborate with other software engineering teams to integrate and scale solutions

What You Bring
• Advanced degree in computer science or related field
• Industry software engineering experience
• Practical experience with basic machine learning and deep learning frameworks
• Interest in the fundamental understanding of machine learning and AI methods
• Expert with Python 3
• Experience with HTTP API design and implementation (REST)
• Experience with Linux, DevOps, and AWS tools
• Ability to both guide and accept guidance from team members
• Excellent written and verbal communication skills
• Interest in solving problems in the healthcare domain to make observable improvements in patient and clinician experiences

Other Things You Are Excited About
• Computational Biology
• Computer vision (neural, multimodal methods)
• Natural language processing
• Interactive Agent systems (conversational agents, decision support systems)
• Recommender systems (heterogenous networks, matrix factorization)
• Graphical models, graph databases, graph embeddings
• Active learning and ""human in the loop"" methods
• Reinforcement learning (bandits, online algorithms)
• Serverless computing (AWS Lambda)
• Stream processing (Kafka)
• Enterprise search platforms (Lucene, Solr, Elastic Search, Learning to Rank)
At Invitae, we value diversity and provide equal employment opportunities (EEO) to all employees and applicants without regard to race, color, religion, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance",Invitae,"Cambridge, MA",$103k–210k,AI Engineer
812,,"Position Overview:

Our Artificial Intelligence team is looking for a Case Based Reasoning AI Engineer.

Beyond Limits is a pioneering Artificial Intelligence company with a technology legacy in Space Exploration. Beyond Limits provides advanced intelligence solutions that go far beyond conventional AI. Our cognitive computing technology mimics human thought processes and provides autonomous reasoning to aid human-like decision-making.

Job Duties/Responsibilities
• Existing experience in the design and implementation of Case Based Reasoning technologies
• Practical experience in applying Case Based Reasoning technologies to real-world problems
• A deep understanding of AI technologies with a deep focus on symbolic AI

Qualifications and Skills:
• PhD (preferred) or master’s degree in computer science, Electrical Engineering, or similar field
• General understanding of AI and ML best practices
• Willingness and ability to quickly learn new tools and methodologies
• Ability to execute... with little oversight and be able to adapt to problems quickly
• Minimum 3 years of experience in application of ML algorithms in general and deep learning in particular

Preferred Requirements:
• Application of ML in industrial projects
Beyond Limits provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Beyond Limits complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

Beyond Limits expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of Beyond Limit’s employees to perform their job duties may result in discipline up to and including discharge",Beyond Limits,"Glendale, CA",,AI Engineer - Case Based Reasoning
813,,"Description Xilinx develops highly flexible and adaptive processing platforms that enable rapid innovation across a variety of technologies - from the endpoint to the edge to the cloud. Xilinx is the inventor of the FPGA, hardware programmable SoCs and the ACAP (Adaptive Compute Acceleration Platform), designed to deliver the most dynamic processor technology in the industry and enable the adaptable, intelligent and connected world of the future in a multitude of markets including Data Center (Compute, Storage and Networking); Wireless/5G and Wired Communications; Automotive/ADAS; Emulation & Prototyping; Aerospace & Defense; Industrial Scientific & Medical, and others. Xilinx's core strengths simultaneously address major industry trends including the explosion of data, heterogeneous computing after Moore's Law, and the dawn of artificial intelligence (AI).

Our global team is growing and we are looking for bold, collaborative and creative people to help us lead the industry... transformation to build an adaptable intelligent world. We believe that by embracing diverse ideas, striving for excellence in all that we do, and working together as a unified team, we can accomplish anything. Come do your best work and live your best life as part of the ONEXILINX team!

The Product Engineer position is in the Software and Acceleration Products group, located in San Jose (California) or Longmont (Colorado). The successful candidate will focus on the AI engines part of Versal ACAP tools roadmap definition, feature specification, validation, documentation, tutorials and train-the-trainer material. The candidate will work in a highly cross-functional R&D environment, interacting with HW and SW engineering teams, internal acceleration application teams and tier-1&2 customers to enable high performance machine learning (CNN/DNN), DSP processing (Wireless 5G) and vector-based designs, with good Ease-of-Use and solid methodologies.

Responsibilities:
• Drive successful adoption of Xilinx AI Engine tool flows by working closely with key customers, Xilinx Marketing and field specialists
• Drive updated design methodologies around the AI Engines usage, based on industry's best practice and existing Xilinx methodologies
• Triage tools, flows and methodology issues to refine compilation tools features for each release and provide short term solutions to keep users and customers on track with their projects

Common activities:
• Explore software and hardware compilation algorithms, memory architecture and function mapping to Versal ACAP devices to optimize metrics such as throughput, latency, performance per watt.
• Work closely with design and compilation teams to create micro-architecture specifications along with special tool support to gradually improve market specific applications.
• Deep-dive on new and critical tool issues seen by customers to identify work arounds. Triaging reported issues in the implementation for tool enhancements.
• Actively explore innovative methodologies and design practices with emphasis on high level design languages (C/C++) and their impact on tool chain flow from design entry to generating boot image.
• Tracking product development schedules and issues, and validating the readiness of new or enhanced features in any new Vivado release.
• Develop and deliver training materials on new features and methodologies.
• Authoring high quality documentation tuned to the needs of the reader for their areas of expertise.
• Staying current with industry trends, algorithms, and practices.

Education Requirements:
M.S. in Electrical Engineering, Computer Science, Computer Engineering (or a closely related field of study) with minimum 3 years of relevant experience.

Job Requirements:
Product Knowledge:
• 2+ years hands on experience of CPU, GPU or VLIW architectures, programming models and tool flows
• Strong knowledge of C/C++ for high performance computing, debugging and methodology
• Proficient in Python, basic knowledge of Tcl and Perl
• Experience with HW pipeline and micro-architecture design of machine learning algorithms is a plus
• Experience in FPGA design flow, RTL design or HLS-based design is a plus
• Experience with deep learning frameworks (Tensorflow, Keras, PyTorch, Caffe, CNTF) is a plusDesign Enablement:
• Has good understanding of software-vs-hardware trade-offs to help users adopting best practice and achieving high quality results
Customer Focus:
• Can resolve customer escalations professionally in a quick and effective manner
Problem Solving:
• Ability to handle and solve complex system level issuesTechnical Communication:
• Can simplify and communicate even the most complex subjects, making options, tradeoffs, and impact clear",Xilinx Careers,"San Jose, CA",,Sr Product Engineer - Vivado and AI Engine Compilation Flow
814,144.1,"What you’ll be doing...

Verizon Digital team is seeking a Senior AI Engineer to help us develop our next generation verizon.ai system of insight (SOI) platform who is highly talented and motivated with solid experience in Data Science, Statistics, Machine Learning models and real time analytics.
• Closely collaborate with cross-functional teams.
• Primary responsibility is to design, develop, and implement data service architecture that ingests real time data streams, data wrangler skills to provide real time and offline analytics.
• Designing, developing, and implementing SOI architecture that ingests real time and batch data, and analyze data using AL/ML models to provide real time and offline personalized customer responses.

What we’re looking for...

You’ll need to have:
• Bachelor’s degree or four or more years of work experience.
• Four or more years of relevant work experience.
• Experience in AWS cloud, AI/ML, Deep Learning, Computer Vision, NLP, TensorFlow and Keras.
•... Experience in tools like Algorithmia and Openscoring.io / AWS SageMaker / IBM Watson Studio.
• Experience in statistical techniques and quantitative methodologies that are used in decision making applications.

Even better if you have:
• A Degree.
• Experience on Linux and Cloud platforms.
• Experience in interpreting data models to build user friendly visualizations / dashboards.
• Experience in building reports using Tableau/ELK/Grafana/Qlik Sense.
• Experience using Java, Kafka, Python, R, Scala on Spark, StreamAnalytix.
• Knowledge in SQL, NoSQL with Hadoop, Cassandra.
• Knowledge of AI Marketplace concepts and Big Data Tools.
• Knowledge of business intelligence, analytics industry best practices.
• Experience with Restful APIs, JSON, real-time and batch data processing.
• Ability to work independently and multi-task under short deadlines with limited direction.
• Strong verbal and written communication skills.

When you join Verizon...

You’ll be doing work that matters alongside other talented people, transforming the way people, businesses and things connect with each other. Beyond powering America’s fastest and most reliable network, we’re leading the way in broadband, cloud and security solutions, Internet of Things and innovating in areas such as, video entertainment. Of course, we will offer you great pay and benefits, but we’re about more than that. Verizon is a place where you can craft your own path to greatness. Whether you think in code, words, pictures or numbers, find your future at Verizon.

Equal Employment Opportunity

We're proud to be an equal opportunity employer- and celebrate our employees' differences,including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. Different makes us better",Verizon,"Irving, TX",$51.1k–186k,Senior AI Engineer - Machine Learning
815,,"• insert meme here*

memeois is an AI-driven dedicated meme platform! 😮 We are growing fast with ~140k active users voluming over 40M memes. As we get to our next milestone we are looking for more awesome people like you to join us in the meme revolution.

What are we looking for?

✅ Prior experience with building Machine Learning models, cleaning & gathering datasets for training.

✅ Know how to work with Neural Networks (CNN) and building NLP models (memes are a language)

✅ *Know* recommendation models and how not to give consciousness for the rise of AI

✅ +++ if you know AWS stack, to assist integrating your work with the backend.

Job Duties

- You'll be working on our recommendation system, to predict what memes one might like

- Image Processing and Indexing with third-party integrations and/or custom solution to tag and understand memes

- Language Processing to make AI learn memes 👀

Drop us a line at hello@memeois.com if you're interested. Competitive pay and/or equity... option",memeois,Anywhere,,AI Engineer
816,134.3,"AI Engineering - Machine Learning Engineer

JPMorgan Chase (JPMC) is a leading global financial services firm with assets of $2 trillion and operations in more than 60 countries. It is on the transformation journey to be a client-centric technology driven company over the last few years. With an annual tech budget of $10B+, it has started significantly investing and building in the next generation core infrastructure, data and AI technology.

As the next push into this investment, JPMC Silicon Valley is hiring the best talents to join the newly-formed AI engineering team. We are executing like a startup and building the next generation technology that combines JPMC unique data and full service advantage to develop high impact AI applications and platforms in the financial services industry. We are looking for people who are excited about the opportunity.

Responsibilities
• Research and implement deep learning, machine learning and statistical approaches to solve business problems.
•... Collaborate with all of JPMorgan’s lines of business. Focus on delivering results, prioritizing needs while dealing with ambiguity
• Build V1 of model and present results to data scientist and non-technical business users.
• Partner with developer, engineering teams to create production training pipeline and inference workflows.

Minimum Qualifications
• BS, MS or PhD degree in Computer Science or related quantitative field.
• Fluency in programming skills e.g. Python, R, C/C++, Java, Python or other equivalent languages.
• Expert in Deep learning architectures e.g. CNN, RNN, LSTM etc. Expert in at least one of the following areas: Natural Language Processing, Computer Vision, Speech Recognition, Reinforcement Learning, Ranking and Recommendation, or Time Series Analysis.
• Expertise in one major machine learning frameworks: Tensorflow, Caffe/Caffe2, Pytorch, Keras, MXNet, Scikit-Learn.
• Demonstrate experience of making trade-offs between schedule, resources, model performance etc
• Experience in ETL pipelines, both batch and real-time data processing.
• Strong analytical and critical thinking skills.
• Self-motivation, great communication skills and team player.
• Preferred Qualifications
• Cloud computing: Google Cloud, Amazon Web Service, Azure, Docker, Kubernetes.
• Experience in big data technologies: Hadoop, Hive, Spark, Kafka.

Experience in distributed system design and development

When you work at JPMorgan Chase & Co., you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $9.5B+ annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world.

At JPMorgan Chase & Co. we value the unique skills of every employee, and we’re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you’re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you",JP Morgan Chase,"Seattle, WA",$62.3k–144k,AI Engineering - Machine Learning Engineer
817,177.5,"Argo AI was founded to tackle one of the most challenging applications in computer science, robotics and artificial intelligence with self-driving vehicles. Argo AI is developing and deploying the latest advancements in artificial intelligence, machine learning and computer vision to help build safe and efficient self-driving vehicles that enable these transformations and more. The challenges are significant, but we are a team that believes in tackling hard, meaningful problems to improve the world.

We are building a high-performance team that is excited by complex engineering challenges and is passionate about making transportation safer, more affordable and accessible for all.

We are growing our teams quickly, so talent within the world of computer vision can add value across various teams at Argo. If you are unsure the best role for you based on our current postings or there is no role currently posted that matches your skills and experience, we encourage you to apply to this... role. We will contact you if we find a role that would be a good fit for you.

We are seeking hands on candidates who have a strong background in computer vision. We are looking for practitioners who will be deep in code, and are technically strong in software and (ideally) strong in applied computer vision algorithms. Candidates need not have worked on self-driving, or robotics applications. Candidates with extremely strong skills in some areas but weaker in others will be considered with a bias towards strong software engineering skills.

What We’re Looking For
• Degree in Computer Engineering, Computer Science, Electrical Engineering, Robotics or a related field
• Strong theoretical and applied skills in all relevant areas of computer vision and/or robotics perception applicable to robotic platforms including: Deep learning, geometric computer vision, SLAM, calibration, stereo, state estimation
• Preference for technically deep candidates that know a diversity of algorithmic approaches and can apply and extend them flexibly with an eye towards pragmatically choosing the best performing algorithm based on data for the problem at hand
• Strong software skills are required but we are language agnostic
• A willingness to gain stronger software engineering knowledge and deep expertise in C++ is required
• Strong presentation and communication skills are desired
At Argo AI, we have a strong emphasis on creating a highly effective team environment. Thus, we seek candidates that can work effectively with others across a broad range of disciplines.

Argo AI is an equal opportunity employer that believes in diversity as a strength and is committed to creating an inclusive environment for all employees.

At Argo AI, You Can Expect Stellar Perks To Support Your Best Self

We know it takes competitive benefits to fuel a team that works hard and enjoys the challenge.
• High-quality individual and family health, dental, and vision insurance
• Competitive compensation packages
• Employer-matched 401(k) retirement plan
• Paid parental leave
• Unlimited vacation
• Daily catered lunches and snacks
• Free onsite or adjacent parking
• Commuter reimbursement
• Fitness reimbursement
• Professional development reimbursement
Argo AI is a LinkedIn Top 50 Startup",Argo AI,"Princeton, NJ",$101k–153k,"Software Engineer, Computer Vision"
818,,"We are working on this unique opportunity with a fast-growing startup based in Mountain View CA which is looking for a talented AI Engineer. The startup focuses on designing and developing core self-driving tech by modifying existing cars or enhancing future ones. The company is bringing the dream of self-driving to its clients and their car. With people drive more than one billion cars around the world each day, the company aims to make driving safer and more enjoyable. They are backed by one of the oldest venture capital firms that purely invests in technology-based startups. The company is publicly launching in 2019 with a direct-to-consumer product to bring self-driving to hundreds of millions of existing vehicles already on the road for just a few thousand dollars.
• Work with a diverse team of M.S. and Ph.D. level data scientists who enjoy learning new methodologies
• Own end-to-end data science projects from the discovery & exploration phase through to implementation of models... in production
• Monitor the performance of your models prior to and following their release
• Track the impact of your work on our business
• Communicate data science models to a range of stakeholders, incorporate their feedback to ensure our models have the best impacts on the business
• Use your models to influence business decisions across the business and gain support from stakeholders About You:
• Degree in a quantitative field like statistics, economics, applied math, operations research, physics or engineering. Advanced degrees are preferred
• Prior experience modeling high-dimensional data for both regression and classification tasks
• Prior experience working with missing / corrupted / unstructured datasets
• Prior experience with signal processing, sensor data, time series and spatial data
• Proficiency with SQL for writing efficient queries on large datasets
• Proficiency with Python, or another interpreted programming language like R
• Strong oral and written communication skills, and ability to collaborate with cross-functional partners to build the business",Options Group,"Mountain View, CA",,AI Engineer/ Senior Data Scientist/ PhD/ autonomous car startup
819,,"Your Talent. Our Vision. At Anthem, Inc., it’s a powerful combination, and the foundation upon which we’re creating greater access to care for our members, greater value for our customers, and greater health for our communities. Join us and together we will drive the future of health care.

This is an exceptional opportunity to do innovative work that means more to you and those we serve at one of America's leading health benefits companies and a Fortune Top 50 Company.

Position may be located either in Chicago, IL or Atlanta, GA.

Develops, analyzes and models operational, economic, management, accounting and other organizational data for the Artificial Intelligence (AI)/ Enterprise Data Science function

Recommends solutions to new and complex problems, develops innovative strategies, quantifies the competitive performance of the organization's operations and/or markets, evaluates the potential impact of changes and reports on economic forecasts that affect the... industry.

Responsibilities:
• As a principal engineer, you will be responsible for ensuring our backend services are feature complete and support our mobile and web clients. The scope of your duties (but not limited to) include the following:
• Architect, design and develop on several of our backend services including - Ontology, importers, model building frameworks, Transient learning platform and more
• Implement API services required to power the features in the mobile and web applications
• Provide support as required for our applications and other infrastructure pieces
• Work on data modeling, and help to get to a high level of HIPAA compliance with other engineers and director of security
• Implement security and infrastructure pieces as required
• Work with the Chief Data Science VP to ensure good development practices are implemented (code reviews, pull requests, design reviews etc)
• Contribute to our open source initiatives as required
• Identify your key metrics (reliability, performance, availability, etc) and hold yourself accountable towards it
• Responsible for applying and integrating statistical, mathematical, predictive modeling and business analysis for the Enterprise Data Science function
• Develops, manages and manipulates complex high volume data from a variety of sources.
• Develops and maintains infrastructure systems that connect internal data sets; creates new data collection frameworks for structured and unstructured data","Anthem, Inc.","Chicago, IL",,Enterprise Data Science Principal AI Engineer-PS21174
820,157.3,"Cloud Imperium Games is looking for a skilled and talented AI Engineer to work on our exciting PC space combat sim, Star Citizen!

We are building a new cross-disciplinary, AI focused team in our LA Studio to work and improve our spaceship/combat AI systems and behaviors.

Position:
• Work with existing engine code base to develop and enhance gameplay. This includes player/world interaction, AI strategies, and rules, gameplay, etc.
• Develop game code and extend AI code for a high profile game
• Design and implement well-engineered, reliable, maintainable, and bug-free code
• Collaborate with team members to develop various gameplay systems
• Develop and test code, fix bugs, and profile and optimize code as directed
• Follow best practices, development processes, and coding standards
• Document and peer review technical designs with other software engineers
• Work with QA, providing information needed to fully test developed code
• Provide support to internal customers for developed... software
• Keep up to date on state-of-the-art software engineering methods, practices, and technologies
• Communicate with other team members, internal customers, and when required external customers to determine requirements
• Work well together with other team members in a cooperative, cross-disciplinary team environment
• Identify technical and developmental risks/obstacles and generate solutions to overcome identified risks
• Possess and develop areas of engineering expertise
• Mentor other engineers as needed to increase their abilities and productivity
• and such other duties and responsibilities assigned by Cloud Imperium Games reasonably consistent with employee’s skills and experience

Requirements:
• Strong C++ programming skills
• Worked in the game industry for at least 1 years using C++
• A passion for making and playing games
• Work well in a cooperative environment
• Experience programming game features and systems
• Strong multi-threaded programming skills
• International travel may be required as part of the role

Pluses:
• CryEngine/Lumberyard development experience
• Space combat sim development experience
• Online game and/or MMO development experience, ideally including interfacing with backend server code
• Experience with C++ 11 constructs
• Excellent verbal and written communication skills
• Experience in Windows and Linux
• Understanding and use of software design patterns
• Understanding of asynchronous communication
• Experience with multi-threaded programming and distributed systems
• Passion for space simulations/games and science fiction
• Experience working with and integrating scripting languages into C++ applications
• Computer Science or related degree

This position is offered at our Los Angeles Studio by Cloud Imperium Games LLC",Cloud Imperium Games,"Los Angeles, CA",$89.8k–135k,AI Engineer
821,190.5,"Arkane Studios is looking for a Senior AI Engineer to join our team in developing AAA games for PC and next-generation console systems. Our ideal candidate will have experience with AI programming and be a self-motivated, energetic team player with a healthy work ethic and cooperative attitude.

Responsibilities:
• Collaborate with producers, designers, and artists on individual AI archetypes from conception to completion
• Author and maintain core AI systems and features
• Identify and implement platform-specific optimizations to AI systems
• Work on other game systems and features as required

Requirements:
• Computer Science degree or equivalent degree and/or experience
• At least five years’ experience programming games
• Substantial work on at least one shipped AAA game title
• Familiarity with modern AI systems and architectures
• Familiarity with navigation, locomotion, animation, collision, and physics systems
• Experience with real-time concurrent systems is a plus
• Strong... C++ language and design skills
• Able to write clear, correct code that is portable and maintainable
• Able to use linear algebra and matrices correctly and efficiently
• Excellent oral and written communication skills
• Excellent organizational and time management skills

How to Apply

To apply for this position you will be redirected to the job submission form at Taleo.com, our third-party applicant tracking system. While Taleo.com is not hosted by ZeniMax Media and does not fall under our Privacy Policy, only employees of our Human Resources department will be able to view your submitted information. Information collected via the job submission form is subject to Taleo.com’s privacy policy.

Apply to Position: Senior AI Engineer

Previously Applied? Click here.
No Recruiters or Agencies Please

Please Note: Individuals submitting resumes or otherwise responding to employment opportunities are NOT considered applicants until they apply for a particular position and have been invited to complete the",Arkane Studios - Texas,"Austin, TX",$109k–163k,Senior AI Engineer
822,246.5,"Cloud Imperium Games is looking for a skilled and talented Senior AI Engineer to work on our exciting PC space combat sim, Star Citizen!

We are building a new cross-disciplinary, AI focused team in our LA Studio to work and improve our spaceship/combat AI systems and behaviors.

Position:
• Work with existing engine code base to develop and enhance gameplay. This includes player/world interaction, AI strategies, and rules, gameplay, etc.
• Develop game code and extend AI code for a high profile game
• Design and implement well-engineered, reliable, maintainable, and bug-free code
• Collaborate with team members to develop various gameplay systems
• Develop and test code, fix bugs, and profile and optimize code as directed
• Follow best practices, development processes, and coding standards
• Document and peer review technical designs with other software engineers
• Work with QA, providing information needed to fully test developed code
• Provide support to internal customers for... developed software
• Keep up to date on state-of-the-art software engineering methods, practices, and technologies
• Communicate with other team members, internal customers, and when required external customers to determine requirements
• Work well together with other team members in a cooperative, cross-disciplinary team environment
• Identify technical and developmental risks/obstacles and generate solutions to overcome identified risks
• Possess and develop areas of engineering expertise
• Mentor other engineers as needed to increase their abilities and productivity
• and such other duties and responsibilities assigned by Cloud Imperium Games reasonably consistent with employee’s skills and experience

Requirements:
• A minimum of 3 years professional game programming experience in C++
• Worked on at least one shipped AAA title
• A passion for making and playing games
• Work well in a cooperative environment
• Experience programming game features and systems, especially player-visible game features
• Strong multi-threaded programming skills
• Mathematics skills, including proficiency with trigonometry and linear algebra
• Experience in the design and implementation of various game systems, including game object management, gameplay scripting, FX, database management, or online networking
• Speaks “Designer” fluently
• Experience with code optimization
• Comfortable contributing to an established engine
• International travel may be required as part of this role

Pluses:
• CryEngine/Lumberyard development experience
• Space combat sim development experience
• Online game and/or MMO development experience, ideally including interfacing with backend server code
• Experience with C++ 11 constructs
• Excellent verbal and written communication skills
• Experience in Windows and Linux
• Understanding and use of software design patterns
• Understanding of asynchronous communication
• Experience with multi-threaded programming and distributed systems
• Passion for space simulations/games and science fiction
• Experience working with and integrating scripting languages into C++ applications
• Computer Science or related degree

This position is offered at our Los Angeles Studio by Cloud Imperium Games LLC",Cloud Imperium Games,"Los Angeles, CA",$141k–211k,Senior AI Engineer
823,164.4,"Argo AI was founded to tackle one of the most challenging applications in computer science, robotics and artificial intelligence with self-driving vehicles. Argo AI is developing and deploying the latest advancements in artificial intelligence, machine learning and computer vision to help build safe and efficient self-driving vehicles that enable these transformations and more. The challenges are significant, but we are a team that believes in tackling hard, meaningful problems to improve the world.

We are building a high-performance team that is excited by complex engineering challenges and is passionate about making transportation safer, more affordable and accessible for all.

We are growing our teams quickly, so talent with a C++ skill set can add value across various teams at Argo. If you are unsure the best role for you based on our current postings or there is no role currently posted that matches your skills and experience, we encourage you to apply to this role. We will... contact you if we find a role that would be a good fit for you.

We need highly motivated, talented C++ software engineers to join our team and help us realize this vision. C++ is our core programming language for on-vehicle software and thus is critically important to our team.

What We’re Looking For
• Degree in Computer Engineering, Computer Science, Electrical Engineering, Robotics or a related field
• Strong technical depth in the C++ language and all its quirks
• Strong experience in developing production C++ applications and systems
• Knowledge of concurrent and parallel programming
• Software system architecture design
• Excellent communication skills
• Hands-on C++11 and C++14 experience
• Experience in Linux environments, is desired but not essential
At Argo AI, we have a strong emphasis on creating a highly effective team environment. Thus, we seek candidates that can work effectively with others across a broad range of disciplines.

Argo AI is an equal opportunity employer that believes in diversity as a strength and is committed to creating an inclusive environment for all employees.

At Argo AI, You Can Expect Stellar Perks To Support Your Best Self

We know it takes competitive benefits to fuel a team that works hard and enjoys the challenge.
• High-quality individual and family health, dental, and vision insurance
• Competitive compensation packages
• Employer-matched 401(k) retirement plan
• Paid parental leave
• Unlimited vacation
• Daily catered lunches and snacks
• Free onsite or adjacent parking
• Commuter reimbursement
• Fitness reimbursement
• Professional development reimbursement
Argo AI is a LinkedIn Top 50 Startup",Argo AI,"Princeton, NJ",$88.4k–152k,"Software Engineer, C++"
824,,"About Us

Anki is a leading consumer robotics company, founded by three Carnegie Mellon Robotics Institute graduates. We’re building on decades of scientific research to make artificial intelligence accessible to everyone. We are dedicated to creating unique consumer products that people would not expect to be possible, powered by robotics and AI.

We deliver accessible consumer robots at high-scale, along the way solving incredibly hard, real-world robotics problems while building a great consumer brand and company. Our products perform under a wide variety of real-world conditions in people's homes, every day, reliably and consistently and aim to represent the premium and most capable choice in the categories they are in.

We push the boundaries of expectations for what an affordable and accessible consumer robot can do today and we’re leveraging our presence in more than nearly two million households to build a software, hardware and cloud technology stack that will power a wide... variety of even more capable consumer robots in the near future. Our earlier products in entertainment ( Overdrive and Cozmo ) have been near the top of their categories for years, and Anki is now branding out into Home Robotics with continued development to push the boundaries on the smart home and into diverse related sectors.

Recently, Anki launched Vector , the company’s first fully autonomous, always-on home robot with a rich personality that is also a helpful companion. Being cloud-connected and packing an impressive amount of tech in a small form, Vector (The Good Robot) is a living character and an evolving consumer robotics platform that will continually expand for years to come.

To date, we have closed more than $200M in investments from top-tier investors such as JP Morgan Chase. Last year, Anki generated nearly $100M in revenue.

Some Of Our Recent Accolades Include

We’re proud to be regarded as industry leaders in the consumer robotics & AI space.
• Fast Company’s Most Innovative Companies in the “Robotics” Category (2015, 2016 & #2 in 2017)
• CB Insight Artificial 100 List (2017 & 2018)
• Robotics Business Review “RBR50” List 2017
• San Francisco Business Times Tech & Innovation Awards 2017
Visit the Anki website and find us on Facebook and YouTube to learn more.

Duties And Responsibilities
• Path planning and navigation: dealing with complex real-time search and optimization problems on constrained hardware
• Interpreting and handling noisy real-world sensor data
• Dealing with uncertainty from positioning error, communications lag, and real-world dynamic systems
• Taking ownership of major system components from prototype to ship
• Writing performant and maintainable code in C++
• Creating tools as needed to get the job done efficiently
• Building systems that make our robots interactive, engaging, safe, and reliable
• Working with an experienced and multi-disciplinary team of engineers, artists, UX/character designers, testers, and producers to deliver the best user experience possible

Must-Have Qualifications
• Experience with path planning algorithms (e.g. A*, RRT, D*-Lite)
• Experience with robotic mapping and localization systems
• Hands-on experience developing and testing robotic systems that operate in unpredictable environments
• Experience developing robots that interact with people in real-world environments
• Exceptional software engineering and programing background, with experience developing in larger teams and keeping on schedule
• Strong C++ development skills
• Exceptional algorithm design, analysis and optimization skills
• Proven skills creating automated tests and working with manual testers on complex projects
• Strong communication skills
• Ability to work in a fast-paced, iterative development environment
• Ability to tame the complexity of large software systems for the benefit of both users and your fellow developers.
• Bachelor's degree or higher in Computer Science or related field

Desired Qualifications
• Experience building robotic control systems
• Graduate degree in Robotics or a related field of Computer Science or Engineering
• Experience shipping a physical commercial product
• Familiarity with ROS

Benefits
• Great San Francisco office with lots of light and great views, convenient to every mode of mass transit – on wheels, on rails, and on water
• Regularly scheduled on and off-site team building activities
• Start-up environment where you’ll help shape the culture and have a huge impact
• Free catered lunches, snacks, and drinks
• You get to work on innovative products and challenging problems with some amazingly talented (and fun) people",Anki,"San Francisco, CA",,AI Engineer - Navigation and Planning
825,,"A new technology paradigm is emerging, one with an intelligent cloud and an intelligent edge. To foster Microsoft’s leadership in this field, Microsoft has launched a ground-breaking new program to develop the next generation of leaders in AI. Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program is hiring graduates from BS, MS, and PhD programs. Over the course of two years, participants will work in interdisciplinary project teams to provide AI as a service to engineering teams across Microsoft and solve some of our most exciting and challenging AI problems. In addition, you will have mentors, exposure to leaders, and access to numerous AI researchers and engineers across the company. After the program is completed, each participant will have the opportunity to work in one of our businesses in New England or another Microsoft location.

Applications to these opportunities are considered for all available AI... Development Acceleration Program roles including the ones described below, depending on education level and/or location. To be considered as a student or recent graduate, you should be within 12 months of graduation or graduated within the last 12 months",Microsoft,"Cambridge, MA",,Full Time opportunities for students & recent graduates: Microsoft AI...
