body,company,location,salary,title
"TIDAL is looking for a Data Scientist to join our growing Analytics team. This role will apply data science to analytics projects and also partner with our growth and retention teams to build models that allow us to optimize acquisition spend, identify customers at risk of churning, and gain a better understanding of customer behavior while implementing marketing solutions to automate processes utilizing the models the data scientist develops.

Key Goals and Objectives:
• Spend Optimization: Create models and algorithms that learn over time to identify high value ad placements / platforms, model incrementality, and optimize efforts across partner, affiliate, organic, and growth acquisition efforts
• Lifetime Value Modeling: Build robust lifetime value models that calculates lifetime value within the short time frame of a user being acquired based on behavioral indicators when using our service
• Identify Moments That Matter: Determine behaviors that identify if a customer is at a high... risk of churning or behaviors that indicate loyalty that will allow TIDAL to incent positive customer behavior through marketing activities and product development
• Segmentation and Cohorts: Use statistical modeling to segment our user base based on both internal and external data sources while also creating meaningful cohorts of customers for retention and acquisition campaigns
• Automation: Levering outputs of models, develop processes that will automate daily optimizations on ad platforms, trigger communications, and predict fraud, using APIs of various platforms (ie - Facebook, Snapchat, Google, Adjust, SWRVE, Braze, etc.)

What this role entails/Responsibilities:
• Derive insights and provide recommendations through analyses of large data sets for the organization
• Mine and analyze data from internal databases to drive optimization of acquisition, retention, and content strategy through the development of models and algorithms
• Assess the effectiveness of new data sources and data gathering techniques
• Use predictive modeling to optimize customer experience, revenue generation, ad targeting and retentive triggers
• Develop solutions that facilitate automation across third party platforms
• Develop processes / tools to continuously and improve model performance and data accuracy
• Identify tech tools / tech stack needed to bring to life data science goals
• Derive insights and provide recommendations through analyses of large data sets for the organization

Requirements & Experience:
• 2-5 years of experience manipulating data sets and building statistical models
• A Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field

Skills and Abilities:

﻿
• Strong problem solving skills with ability to create models using unstructured data
• Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets
• Experience working with and creating data architectures
• Experience with elements of our tech stack: AWS, S3, Spark, Redshift, Postgres, Airflow, Tableau, and Alteryx, Adjust, SWRVE, Braze and other web services
• Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
• Experience with third party APIs and automation development, particularly with ad platforms such as Snapchat or Facebook
• Ability to tell a story using data and insights, and present to non technical users
• Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks
• Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications
• A self starter with a drive to learn and master new technologies and techniques
• Coding knowledge and experience with several languages",TIDAL,"New York, NY",$50k–200k,Analytics Data Scientist
"Spruce is looking for a Data Engineer to join the Data Science team in NYC. The Data Engineer will develop new digital capability for new title underwriting automation and data science tools in the real estate industry. You will have initiative, innovation and good judgment in a dynamic startup environment.
Responsibilities:
Build efficient codes to extract data and documents from various sources
Build OCR and NLP pipeline to retrieve data from unstructured data
Build standard reports from extracted data per business requirement
Conduct unit testing and document the finalized code set
Assist data scientists in transforming data into modeling datasets and provide ongoing data support
Assist production implementation in set up infrastructure and automated processes
You will possess strong social and interpersonal skills and be able to seamlessly collaborate with other members of the team and across functions. You will demonstrate attention to detail, organization, and work, including... driving projects to completion in accordance with established timelines.
This position will work with the Director, Data Science and will locate in midtown Manhattan.
Qualifications
Bachelor’s degree in quantitative fields is required, computer science or data science degrees are preferred
Have two years of Java, Python, and database programming experience. The Python experience should include web scraper development
Have one year of natural language processing work or research experience
Unix and OCR experience are a plus
Knowledge of insurance industry and statistics is a plus
Excellent written and verbal presentation skills
Highly motivated and creative problem solver; able to self-initiate and thrive in a results-oriented environment; positive attitude
Ability to convey sense of urgency and to work productively and cooperatively with team members",Spruce,"New York, NY",,Data Engineer
"Job Description

About Unified

Unified is a leading provider of social advertising services and solutions powered by data and technology. Our proprietary technology is designed to change the business of social by helping brands achieve unprecedented social marketing results. Unified provides expert Managed and Professional Services super-charged by innovative operations and insights platforms, as well as cutting-edge Data Management and Audience Insights solutions. With a range of offerings, we are able to create custom solutions for our clients, tailored to their needs and goals. Headquartered in New York City and with offices in Los Angeles and Atlanta, Unified has managed over $5B in social advertising data for the world’s largest brands and agencies and run more than $1B in social advertising campaigns.

For the last four years, Unified has been recognized by AdAge and Crain’s as one of the “Best Places To Work”. For more information, visit www.Unified.com or follow @Unified on... Twitter. Unified is an equal opportunity employer.
• Who You Are

You enjoy combing through large data sets and finding patterns within the noise. You’re always looking to innovate current processes and you get excited when tackling problems you haven’t seen before. You have a strong analytics and programming background and are ready to start applying this to the world of data science.

What You’ll Do

As an Associate Data Scientist, you will derive impactful insights from data to drive intelligence for Unified and it’s clients. You will work with your fellow data science team members to define and scope data science solutions to solve complex problems. You will help build, improve, and test robust statistical and machine learning solutions that will drive impact throughout the organization.

Need To Have
• 2+ years experience in a data analytics role
• Experience with ETL processing and data wrangling including fetching, munging, cleaning, pivoting, analyzing, aggregating, distributing, and visualizing
• Advanced programming skills in Python
• Proficiency in SQL and knowledge of RDBMs like Postgres and Redshift
• Basic knowledge of statistics, algorithms, data structures, and machine learning
• Bachelor’s or higher in a quantitative field

Nice To Have
• Experience with social media or advertising technology
• Experience with AWS
• Experience with Spark and the big data ecosystem
• Experience using Git and the Unix command-line
• Familiarity with Python web frameworks such as Django
• Familiarity calling RESTful web services, specifically social APIs (Facebook, Twitter, LinkedIn, YouTube, etc.)
• Data visualization skills, including JavaScript libraries such as D3 and Highcharts",Unified,"New York, NY",$14.2k–164k,Associate Data Scientist - NYC Headquarters
"We Are

Applied Intelligence, the people who love using data to tell a story. We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. A great day for us? Solving big problems using the latest tech, serious brain power, and deep knowledge of just about every industry. We believe a mix of data, analytics, automation, and responsible AI can do almost anything—spark digital metamorphoses,widen the range of what humans can do, and breathe life into smart products and services. Want to join our crew of sharp analytical minds? Visit us here to find out more about Applied Intelligence.

You Are

A data specialist with serious analytical and statistical chops. You know how to take massive amounts of data and find the insights our clients need to help their companies do more.

The Work
• Use statistics, data mining, machine learning, and deep learning techniques to deliver data driven insights for the resources industry
• Work with... Accenture teams and clients to understand their challenges and create solutions
• Work with Accenture teams and clients to understand their challenges and create solutions
• Be a thought leader for your team on projects and about leading technologies
• Stay on top of trends in AI",Accenture,"Florham Park, NJ",$43k–175k,Data Science Consultant
"Job Category
Intern

Job Details

Title: Summer 2019 Intern - Data Science

Location: San Francisco, CA

Type: Intern

The Sales and Marketing Data Science Team at Salesforce is looking for a Data Science Intern to develop tools and technologies to help our business achieve extraordinary value with Salesforce. We are looking for someone to join our team to work on groundbreaking R&D projects, to leverage massive structured, unstructured, transactional and real-time data sets from a variety of sources and analyze customer patterns and make actionable recommendations using statistics, data mining, machine learning, business understanding and common sense.

If you are a statistics, machine learning or data mining whiz (a.k.a. data scientist) who is equally at home discussing a project with business owners, customers, researchers or developers, thrives on delivering value to customers, is willing to roll his/her sleeves up and do the hard work, and is extremely creative, collaborative... innovative, yet disciplined, methodical and down to earth – we want to hear from you.
Work with us as we develop and apply state-of-the-art big-data techniques in our cloud infrastructure. The results of your work will help our customers be even more successful and impact operations across Salesforce.com.

In Detail You Will
• Interact with internal clients to understand their requirements for predictive analytics applications.
• Help develop and test predictive algorithms to be implemented as part of various internal Salesforce applications.
• Understand the business goals and initiatives and combine business modeling skills with outstanding data analysis.
• Cooperate with the Sales and Marketing Data Science team to design and execute replicable data acquisition and utilization processes. Acquiring, analyzing, cleaning and structuring data is an essential part of your daily responsibilities.
• Cooperate with IT and BI teams to ensure integration and implementation of the algorithms you have developed in the production environment.

Required Experience And Skills

In order to solve these challenges you should be able to leverage off-the-shelf or open-source technologies as well as in-house engineering, and feel comfortable with big data solutions, applications and infrastructure:
• Pursuing advanced degree (preferably Ph.D.) in stats, math, CS or other relevant field. Prior work/publications in high quality cited scientific journals and conferences / patents are a definite plus
• Advanced fluency in ML libraries such as scikit-learn, XGBoost, Keras, PyData libraries like pandas, numpy, scipy, statsmodels and Jupyter notebooks
• Analytics experience including applied techniques in data mining, machine learning, or graph mining using Python
• Experience writing production level python code and good understanding of Data Science pipelines.
• Extensive experience with SQL (Oracle/MySQL/PostgreSQL/Redshift)
• Experience turning ideas into actionable designs. Able to persuade stakeholders and champion effective techniques through product development
• Comfortable working in a dynamic, research-oriented group with several ongoing concurrent projects
• Very strong verbal and written communication skills as well as excellent presentation skills

Posting Statement

Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay fees to any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org.
Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records",Salesforce,"San Francisco, CA",$41.4k–175k,Summer 2019 Intern - Data Science
"Who we are
Cityblock Health is a new type of healthcare company, operating out of Brooklyn and backed by Alphabet’s Sidewalk Labs, along with some of the top healthcare investors in the country.
Our mission is to radically improve the health of urban communities, one block at a time. Importantly, our solutions are designed specifically for Medicaid and lower-income Medicare beneficiaries, and we bring the capability to deliver care in the home and neighborhood with our field-based teams.
In close collaboration with community-based organizations and leading commercial partners, we are reorganizing the health system to focus on what matters to our members. We deliver personalized primary care, behavioral health, and social services through a network of neighborhood hubs with deep community-based partnerships and world-class technology.
We partner with payers and at-risk providers, accepting capitated financial risk to care for their most vulnerable, high and rising risk members... Additionally, we invest in strategic partnerships with community-based and social services organizations, in some instances bringing them into the value equation through sub-capitation and performance-based compensation.
Over the next year we’ll grow quickly, including entering new markets, each with their own commercial relationships and field-based teams. This role will be a key contributor to the success of our business.
The role
In this role, you’ll work cross-functionally with Data, Engineering, and Product teams to develop early prototype-stage data products. You’ll work analytically to distill a mix of ideas where our data can deliver value. Via Python, Pandas, SQL and other tools you’ll write data pipelines and develop beta products to test those hypotheses.
You will:
Demonstrate strong leadership skills by solving difficult problems, leading by example, and helping to mentor and develop other members on the team
Rapidly iterate on data products early in development with Data Science and Analytics team members
Work through complex data pipelines using SQL and other data processing tools to deliver data products to end users
Develop knowledge of healthcare industry trends and data
Work with our Data Science & Analytics team to build scalable frameworks and development workflows
Build the technical solutions to develop an analytics platform to deliver insights from a diverse set of data sources including claims, EHRs, Cityblock internal and external data sets
You’d be a good fit if:
A strong coder and fluent with processing and querying large amounts of data.
You have a Bachelor's degree in a technical subject, or equivalent experience (bonus points if you have an advanced degree)
You are an effective communicator who can break down a complex data analysis and tell a compelling story to stakeholders ranging from clinical staff to engineers to sales
You are versatile and can easily pick up new programming languages
You have the technical skill to query databases, and have strong intuition for how to model and clean data
You have worked in a collaborative development environment using git, Python Notebooks, Python, R and RStudio-Server, SQL
You have experience working with 3rd party software and libraries, including open source
You have experience deploying and running software using cloud-native technologies in AWS and/or GCP.
Nice to have:
Familiarity with cloud-native DevOps automation
3+ years of experience mentoring junior to mid-level data analysts in a rapidly-growing start-up or organization.
Industry experience in relevant roles such as data scientist, technical product manager, forward deployed engineer, or similar
“Nice to have” really means “nice to have”. It’s completely possible that you don’t have any of these and are still a great fit for the team.
You should include these in your application:
A resume and/or LinkedIn profile.
A cover letter including a one paragraph summary of a technical project you’re most proud to have built and what was hard about it. Optionally include links to public-facing documentation about the project such as a Github repo or blog post, if available.
Cityblock values diversity as a core tenet of the work we do and populations we serve. We are an equal opportunity employer, indiscriminate of race, religion, ethnicity, national origin, citizenship, gender, gender identity, sexual orientation, age, veteran status, disability, genetic information, or any other protected characteristic",Cityblock Health,"Brooklyn, NY",,Data Analytics Engineer
"Description

Self Service Display Advertising is a new space for Amazon and one that is ripe for disruption. Our team helps Merchants, Retail Vendors, and Brand owners acquire new customers that may not be aware of their products or services and re-engage existing customers. While our other Ads teams’ products focus on leverage existing market demand for products on Amazon, our team is filling a major gap for Advertisers who are either tapped out of customers who are aware of their product, or have a product that doesn’t really have adequate traffic on Amazon. We are building a new turn-key solutions which requires building many new systems (front-end, back-end and analytics) from scratch that will scale to millions of Advertisers and enable discovery of new products to millions of Amazon’s retail customers.

This is a unique opportunity to be part of the analytics and insights team and one of the best teams at Amazon (rated very highly in a company-wide yearly assessment), lead... initiatives from scratch that is going to become a huge area of growth for Amazon's Advertising business and pioneer the usage of new technology at Amazon scale.

Key Responsibilities
• Perform hands-on data analysis and modeling with very large data sets to develop insights that increase the active advertiser base as well as their advertising experience.
• Apply machine learning and data mining techniques to improve the quality of our ads.
• Design and run regular A/B experiments that affect hundreds of millions of customers, evaluate the impact of your optimizations and communicate your results to various business stakeholders.
• Participate in shaping the vision of Self-service Display Advertising on Amazon and drive high-visibility projects across Amazon's Display Advertising organization.
• Lead and mentor junior data scientists and BIEs in the team.
• Be a member of the Amazon-wide Machine Learning Community, participating in internal and external Meetups, Hackathons and Conferences.
Join today and you will transform how customers discover and shop at Amazon!

Basic Qualifications
• Master’s degree in mathematics, computer science, statistics or related field.
• At least 7 years of experience with A/B testing, statistical inferencing and modeling.
• At least 5 year of experience working with very large (e.g., Terabyte/Petabyte) data sets and using SQL with relational databases or data warehouses.
• At least 5 years of experience with statistical modeling tools such as R, and scripting languages such as Python or Scala.
• At least 3 years of experience with applying machine learning techniques to real-world problems.
Preferred Qualifications
• PhD in a quantitative field.
• Background in economics or econometric models.
• Experience working with distributed computing tools such as Spark.
• Experience with owning and delivering data science solutions for an entire business application.
• Excellent written and oral communication skills in English.
• Strong analytical and problem-solving skills
Amazon.com is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age

#adsto

Company - Amazon.com Services, Inc.
Job ID: A798670",Amazon,"New York, NY",$127k–149k,Sr. Data Scientist
"Description

Hey – there’s a revolution going on! A revolution in digital entertainment. Every day millions of people around the world choose to be more thoughtfully entertained, informed and educated by listening to fascinating stories and all forms of fictional and non-fictional content on their smartphones and other mobile devices.

Audible is looking for an experienced leader and manager Global Insights and Data Science to help support our strategic and financial objectives. The role will be based in Newark (NJ).

She/he will make the best of her/his skillset in business, marketing, finance, econometrics, statistics, simulation and business intelligence to explain, quantify, predict and prescribe. She/he will know how to translate business and financial goals into agile, insightful analytics. She/he will seek to create value for both stakeholders and customers, and will convey findings in a clear, actionable way to managers and senior leaders.

Key Responsibilities
• As the point... of contact person for our CFO and finance organization, will work at the junction between marketing and finance goals and support our strategic objectives around customer acquisition, retention, engagement and experience.
• Translates objectives into strategic plans with a medium- to long-term view.
• Decisions directly impact the performance of the business segment /corporate department.
• Will provide stakeholders with timely, relevant insights, scenarios and recommendations.
• Only general precedence is available to assist in resolving some unforeseen complications.
• Will provide new and innovative solutions for complex problems.
• Will sometimes imagine and invent before stakeholders ask and create groundbreaking applications using cutting-edge approaches.
• Will be a full part of the Audible Global Insight and Data Science team and contribute to the growth of the team, share her/his ideas, intellectual property, and learn from others. In particular will bring Audible to the next stage of marketing and finance intelligence capabilities.

Basic Qualifications
• MBA or MS preferably in the following discipline: Economics, Econometrics, Finance, Data Science, Statistics.
• 4+ years of working experience.
• Programming languages: fluency in SQL, and at least one of (by decreasing priority) Python, R or SAS. Knowledge of other programming languages, like Java or C#, is a plus.
• Exposure to advanced software engineering environments (version control, command line…) a plus.
• Exposure to Agile and strong track record in project and process management a plus.
• Domain knowledge of comparable products (digital, retail) a plus.
Preferred Qualifications
• Passion for data (and fearlessness in the face of a data tsunami), modeling, research design and cutting-edges algorithms. Track record of thought leadership and outstanding expertise in the area of econometrics, data science, marketing intelligence and/or FP&A analytics.
• Customer- and business obsession, with a bias for action and a drive to create measurable value.
• Willingness to engage with stakeholders (including senior stakeholders like our CFO and VPs), enthuse them for data science benefits, and deliver in a professional, timely way. Can navigate complex, matrix-shaped organizations and be persuasive and caring with a wide range of diverse, cross-cultural audiences.
• Communication skills must be as polished in person as they are over video- or audio- conferences.
• Ability to thrive in complex business environments defined by uncertain, incomplete or limited information and evolving targets. Comfortable finding (or building) common ground to drive his/her agenda.
• Strong at handling resource and urgency constrains and prioritizing deliveries.
Audible is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.

Company - Audible, Inc.
Job ID: A785004","Audible, Inc.","Newark, NJ",$42k–390k,Lead Global Insights and Data Science
"Prudential is seeking a high-energy strategic, innovative professional to support the build out of the company’s deep Data Analytics capability. Desired candidate will possess superior project skills, business acumen, can learn quickly and work with Agile cross-functional teams with core focus on outcomes, and possess a passion for building new capabilities.

This role will be suited to a performer that’s keen to make a genuine impact delivering actionable insights and Analytic models and is passionate about Program Management and Analytics delivery.

As a key part of Data Analytics team, the Data Science Senior Project Manager will have a reporting line to the Vice-President of Data Science Program Management. The Project Manager will manage projects designed to expand Prudential’s use of innovative, leading edge advanced analytics throughout the entire company.

You will get to work in an exciting and engaging agile startup environment where you will be encouraged to expand your... skills, test your creative boundaries, share new ideas, and, most importantly, have fun.

Responsibilities:

The Data Science Senior Project Manager is responsible and accountable for the planning, development & implementation of Data Science solutions for Prudential’s Customer Office Data Analytics capability. This requires the Project Manager to manage projects to deliver the required outputs whilst managing the costs to budget, delivering the business benefits according to plan, identifying project delivery risks and proposing mitigations as required. The Project Manager does this by managing a project team composed of Data Scientists, Business partners and Technology partners.
Day to day Program Management accountabilities will include:
• The development and management of project reports, plans, milestones, risks, issues, dependencies, resourcing, communications and financial management.
• Define processes and plans to support implementation of complex, advanced analytics models working closely with data scientists, actuaries, claims, underwriting, technology professionals and business partners
• Collaborates with business leaders at all levels to ensure maximum cross-business impact of data science project portfolio
• Builds and maintains relationships with external entities (e.g., vendors, clients, consultants) to ensure maximum effective use of various SME’s where required",Prudential Financial,"Newark, NJ",$78.1k–104k,Data Science Senior Project Manager
"About Us

The SecurityScorecard ratings platform helps enterprises across the globe manage the cyber security posture of their vendors. Our SaaS products have created a new category of enterprise software and our culture has helped us be recognized as one of the 10 hottest SaaS startups in NY for two years in a row. Our investors include both Sequoia and Google Ventures. We are scaling quickly but are ever mindful of our people and products as we grow.

Position Summary

The Senior Data Analytics Engineer will build meaningful analytics that inform companies of security risk. You will be working closely with our Data Science team, implementing algorithms and managing the analytic pipeline. We have over 1 PB of data, so the ideal candidate will have experience processing and querying large amounts of data.

Responsibilities

Provide technical leadership and mentorship to the existing engineering team.
Managing the analytic pipeline using Spark, Hadoop, etc
Leverage cutting-edge... technologies to support new and existing and services and processes.
Quickly and efficiently design and implement in an agile environment
Work with other team members to implement consistent architecture
Drive projects through all stages of development
Actively share knowledge and responsibility with other team members and teams
Improve the effective output of the engineering team by managing quality, and identifying inconsistencies.
Requirements:

5+ years of experience with proven experience as a technical leader and mentoring junior to mid-level engineers in a rapidly-growing start-up or organization.
3+ years of professional Scala or another functional language experience in a commercial environment (highly preferred)
3+ Experience with Spark, and the Hadoop ecosystem and similar frameworks
Familiarity with various tools such as AWS and Docker and an instinct for automation
Expert in SQL
Strong understanding of Software Architecture principles and patterns.
Quick-thinker that takes ownership and pride in their work, and is very passionate about technology.
A commitment and drive for excellence and continual improvement and a strong sense of adventure, excitement and enthusiasm.
Participate in technical staff augmentation by interviewing and helping to make decisions around prospective hires.
Excellent systems analytical, problem solving and interpersonal skills.
Bachelor's degree (CS, EE or Math preferred) or equivalent work experience as well as interest in a fast paced, complex environment.
Experience working with 3rd party software and libraries, including open source
Experience with Postgres",SecurityScorecard,"New York, NY",,Senior Data Analytics Engineer
"At Uber, we ignite opportunity by setting the world in motion. We take on big problems to help drivers, riders, delivery partners, and eaters get moving in more than 600 cities around the world.

We welcome people from all backgrounds who seek the opportunity to help build a future where everyone and everything can move independently. If you have the curiosity, passion, and collaborative spirit, work with us, and let’s move the world forward, together.

About The Role

Are you interested in working at the intersection of applied quantitative research, engineering development, and data science? Do you have interest in developing and applying quantitative solutions related to Uber's uniquely challenging problems? If so, then this is the job for you.

About The Team

Uber Everything Data Scientists help solve the most challenging problems related to Uber's ambitious and rapidly expanding on-demand delivery businesses such as Uber Eats. These fascinating and difficult problems include... personalized search and recommendation for restaurants and dishes, travel and food preparation time prediction, text mining and natural language processing, demand and supply forecasting, growth and spend optimization, dynamic pricing, dispatch and routing optimization, and many more. To solve these problems, data scientists leverage unique data sources diverse in both geographical and temporal dimensions and in both structured (data from app sessions, trips, etc.) and unstructured (menu descriptions, food photos, support contacts, etc.) forms.

Since Uber Everything Data Scientists focus on the mathematics and engineering related to optimizing the growth and economics of Uber's logistics delivery marketplace, particular preference is given to candidates with backgrounds in AI & Machine Learning, Statistics, Operations Research, Economics, or similar.

What You'll Need

We are looking for people with advanced quantitative degrees who are comfortable enough with research methodologies that they can address abstract business and product problems with extreme precision, and who have the enthusiasm and initiative necessary to deliver those answers at Uber's fast pace. You should also have demonstrable programming skills and be comfortable with engineering development process.
• Minimum 1 year industry experience, and prior research, data science modeling, or engineering experience in the aforementioned domains
• Superb quantitative background: Graduate degree required and PhD preferred
• Familiarity with technical tools for analysis - Python (with Pandas, etc.), R, SQL, etc.; previous software engineering background a plus
• Research mindset with bias towards action - able to structure a project from idea to experimentation to prototype to implementation
• Passionate and attentive self-starters, great communicators, amazing follow-through - you have a great work ethic and love the responsibility of being held accountable for the results",Uber,"New York, NY",$105k–129k,Data Scientist - Uber Everything (NYC)
"Under the supervision of the Vice President of Direct Marketing, the Director, Analytics & Data Science is responsible for all marketing systems, processing and analytics in support of our marketing programs.

JOB DESCRIPTION:
• Provide predictive analytics/data science leadership within the Company.
• Identify marketing opportunities to utilize predictive analytics and develop means to apply them.
• Enable the Direct Marketing Department predictive analytics practice by developing and executing a technical/analytical tool and platform roadmap.
• Ensure predictive analytics partners provide incremental value to internal efforts.
• Recruit, hire and train qualified candidates to establish a data science practice with the Direct Marketing Department
• Identify Direct Marketing’s data needs and work with IT Department/3rd-party sources to establish timely access.
• Manage data warehouse/CRM development projects with customer data platform partners.
• Ensure data integrity of customer... records in the customer data platform.
• Optimize the value of customer data assets throughout the Company by providing access to business intelligence tools and data exports.
• Ensure appropriate methodologies are employed so statistically valid conclusions can be drawn from marketing tests.
• Direct research projects to provide customer and market insights for Senior Management and other internal constituencies.
• Perform other functions as assigned by management.

Job Requirements:
• Bachelor’s degree in Applied Analytics, Mathematics, Economics, or other quantitatively oriented discipline required. Master’s degree preferred.
• Advanced understanding of statistical and predictive modeling techniques such as machine learning, random forest, SVM, decision trees, probability networks, association rules, clustering, regression, and neural networks and their application to business decisions.
• 7-10 years of predictive analytics experience in a Data Science role. Direct Marketing experience with a large multi-channel specialty retailer preferred.
• Demonstrated ability to develop and present data-driven recommendations successfully.
• Experience working with large data sets. Strong quantitative, analytical and problem solving skills. Exceptional attention to detail.
• Extensive experience using Python, SQL, R and SAS (or similar analytics software).
• Able to work in a fast-paced, multi-task work environment and under deadline pressure.
• Passion for data and how it is changing the retail industry.
• 3-5 years of supervisory experience.

Lamps Plus is an Equal Employment Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States; however, we are not able to sponsor visas for this role.
#LI-CB1",Lamps Plus,"Los Angeles, CA",,"Director, Analytics & Data Science"
"Do you have…

...passion about changing lives through education?

...advanced, versatile, hands-on technical skills?

...deep understanding of business drivers and KPI’s?

...C-suite communication and presentation skills?

...marketing acumen delivering a product/services from data?

Can you…

...identify appropriate data science techniques, tools, and applications?

...communicate a vision and win buy-in?

...execute the analytics projects in a lean manner?

The Chief Data Scientist role requires a unique blend of technical, business and communication skills and this is a true C-level role reporting to the CEO and Board.

This SVP level role requires a broad range of knowledge, tools, and techniques and they must have an experience-based understanding of what is involved with in-depth technical implementations.

This superstar must be familiar with analytic tooling, database technologies, programming frameworks, development languages and prototyping tools (e.g. SQL, graph databases... MySQL, Spark, Map/Reduce, Python, R, Java, Rapidminer, Enterprise Miner)

They must have experience with a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.

Their past experience should include analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.

And of course, they need to be an Artificial Intelligence (AI) guru – Narrow, General, and Super AI. Experience and familiarity with a variety of AI applications.

Sound like you",Zovio,"Chandler, AZ",,Senior Vice President of Data Science - Remote
"Job Description

The Government health and safety group of Leidos is currently hiring for a Data Science & Analytics Manager position to support a large healthcare program in Baltimore.

Responsibilities
• Expertise strategizing/ designing large federal enterprise data analytics solution
• Expertise in federal contracting, budget, and technology decision making processes
• Experience executing delivery of large scale federal (advanced) analytics solutions to include security and accessibility requirements
• Experience Initiating, Evaluating, Establishing, and maintaining relationships with industry data analytics leaders and emerging leaders
• Executing Leidos Distributor Agreements
• Partner pricing negotiations
• Partnering for joint marketing plans
• Partnering for Leidos to be a driver of product roadmap
• Experience Collaborate / Partner with GH&SS BD Team and Leadership to increase PWin and grow revenue
• Evaluate and establish Strategic Partner Relationships with both small and... large businesses to compliment the value add of Leidos
• Experience engaging with multiple teams from multiple disciplines and domains to enable achievement of mission objectives more efficiently through the use of Leidos trusted data analytics solution services.
• Experience partnering with customers to define requirements and map to Leidos TCC and data analytics solution services
• Experience developing customer intimacy and data analytics strategy to expand/ grow/ new/ take away business.
• Experience developing a growth strategy for GH&SS business
• Expertise in understanding the many facets of opportunities
• Experience leveraging technical talent continuously scanning and evaluating emerging and new technologies that support data analytics industry and guiding principles of Leidos data analytics
• Knowledge of CMS/ CCSQ CAADS Customer Requirements and contracting needs

Required Education And Experience
• BA/BS or equivalent experience and 12+ years of prior relevant experience or Masters with 10+ years or prior relevant experience.
• Generally has 7+ years of experience supervising or leading teams or projects",Leidos,"Baltimore, MD",,Data Science and Analytics Manager
"Job Description

The Government health and safety group of Leidos is currently hiring for a Data Science & Analytics Manager position to support a large healthcare program in Baltimore.

Responsibilities
• Expertise strategizing/ designing large federal enterprise data analytics solution
• Expertise in federal contracting, budget, and technology decision making processes
• Experience executing delivery of large scale federal (advanced) analytics solutions to include security and accessibility requirements
• Experience Initiating, Evaluating, Establishing, and maintaining relationships with industry data analytics leaders and emerging leaders
• Executing Leidos Distributor Agreements
• Partner pricing negotiations
• Partnering for joint marketing plans
• Partnering for Leidos to be a driver of product roadmap
• Experience Collaborate / Partner with GH&SS BD Team and Leadership to increase PWin and grow revenue
• Evaluate and establish Strategic Partner Relationships with both small and... large businesses to compliment the value add of Leidos
• Experience engaging with multiple teams from multiple disciplines and domains to enable achievement of mission objectives more efficiently through the use of Leidos trusted data analytics solution services.
• Experience partnering with customers to define requirements and map to Leidos TCC and data analytics solution services
• Experience developing customer intimacy and data analytics strategy to expand/ grow/ new/ take away business.
• Experience developing a growth strategy for GH&SS business
• Expertise in understanding the many facets of opportunities
• Experience leveraging technical talent continuously scanning and evaluating emerging and new technologies that support data analytics industry and guiding principles of Leidos data analytics
• Knowledge of CMS/ CCSQ CAADS Customer Requirements and contracting needs

Required Education And Experience
• BA/BS or equivalent experience and 12+ years of prior relevant experience or Masters with 10+ years or prior relevant experience.
• Generally has 7+ years of experience supervising or leading teams or projects",Leidos,"Baltimore, MD",$161k–207k,Data Science and Analytics Manager
"Contract-6+ months

Detailed job description:

1.Python
2.R
3.Data Science

4.Hive
5.Domain

6.Hands on experience developing supervised and unsupervised machine learning algorithms. Advanced knowledge in model evaluation tuning and performance operationalization and scalability of scientific techniques and establishing decision strategies",Jolt Technologies,"Boston, MA",$85k–165k,Data Science
